Cena,Dzielnica,Pietro,Powierzchnia,Rok budowy,Rynek,Stan_wykonczenia,Wlasnosc,Zabudowa
"1750000,0",Anin,parter,"248,15",2015,wtórny,do zamieszkania,pełna własność,apartamentowiec
"559900,0",Anin,1,80,1939,wtórny,,,
"379900,0",Anin,1,"49,43",1970,wtórny,,,blok
"719000,0",Annopol,,124,2018,pierwotny,do wykończenia,pełna własność,apartamentowiec
"1630000,0",Bemowo,4,"126,33",2008,wtórny,,pełna własność,apartamentowiec
"1560000,0",Bemowo,parter,"130,2",2008,wtórny,do zamieszkania,pełna własność,apartamentowiec
"1190000,0",Bemowo,4,90,2006,wtórny,do zamieszkania,pełna własność,apartamentowiec
"1050000,0",Bemowo,1,"80,3",2013,wtórny,do zamieszkania,pełna własność,blok
"999000,0",Bemowo,3,150,2000,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"860000,0",Bemowo,2,"99,13",2010,wtórny,do zamieszkania,pełna własność,apartamentowiec
"852000,0",Bemowo,parter,"89,9",2007,wtórny,do zamieszkania,pełna własność,blok
"750000,0",Bemowo,4,83,2013,wtórny,do zamieszkania,pełna własność,
"710000,0",Bemowo,1,"71,02",2014,wtórny,do zamieszkania,pełna własność,blok
"699000,0",Bemowo,2,62,2014,wtórny,do zamieszkania,pełna własność,blok
"690000,0",Bemowo,parter,72,2015,wtórny,do zamieszkania,pełna własność,blok
"656000,0",Bemowo,1,60,2010,wtórny,do zamieszkania,pełna własność,blok
"649000,0",Bemowo,2,"82,2",2000,wtórny,do zamieszkania,pełna własność,blok
"599000,0",Bemowo,3,"68,7",2008,wtórny,do zamieszkania,pełna własność,blok
"585000,0",Bemowo,parter,63,2002,wtórny,do zamieszkania,pełna własność,blok
"580000,0",Bemowo,4,59,2010,wtórny,do zamieszkania,pełna własność,apartamentowiec
"580000,0",Bemowo,4,"65,2",2008,wtórny,do zamieszkania,,blok
"569000,0",Bemowo,parter,63,2008,wtórny,do zamieszkania,pełna własność,blok
"559000,0",Bemowo,,80,1981,wtórny,do zamieszkania,pełna własność,blok
"555000,0",Bemowo,1,"55,93",2001,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"535000,0",Bemowo,2,52,2015,wtórny,do zamieszkania,pełna własność,blok
"535000,0",Bemowo,2,52,,wtórny,,pełna własność,
"530000,0",Bemowo,3,69,2005,wtórny,,,
"499000,0",Bemowo,1,63,2012,wtórny,do zamieszkania,pełna własność,apartamentowiec
"485000,0",Bemowo,3,52,2012,wtórny,do zamieszkania,,apartamentowiec
"480000,0",Bemowo,parter,62,1980,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"470000,0",Bemowo,2,"61,9",1988,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"470000,0",Bemowo,6,44,2010,wtórny,,,blok
"460000,0",Bemowo,9,63,1980,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"459000,0",Bemowo,> 10,"57,4",2002,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"455000,0",Bemowo,2,"43,74",2016,wtórny,,pełna własność,blok
"439000,0",Bemowo,5,46,1975,wtórny,do zamieszkania,pełna własność,blok
"435000,0",Bemowo,3,43,2014,wtórny,,pełna własność,blok
"435000,0",Bemowo,3,43,2014,wtórny,do zamieszkania,pełna własność,blok
"419000,0",Bemowo,1,"48,5",1993,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"409000,0",Bemowo,2,"45,8",1975,wtórny,do zamieszkania,pełna własność,blok
"400000,0",Bemowo,1,"34,35",2009,wtórny,do zamieszkania,pełna własność,apartamentowiec
"396000,0",Bemowo,8,"43,66",2020,wtórny,,pełna własność,blok
"395000,0",Bemowo,3,"53,55",1956,wtórny,do zamieszkania,pełna własność,blok
"393000,0",Bemowo,3,"46,92",2020,pierwotny,do wykończenia,pełna własność,blok
"329999,0",Bemowo,2,"40,09",2020,pierwotny,do wykończenia,pełna własność,blok
"313850,0",Bemowo,3,27,2018,wtórny,do zamieszkania,pełna własność,apartamentowiec
"310000,0",Bemowo,5,"34,16",2019,wtórny,do wykończenia,pełna własność,blok
"892750,0",Białołęka,,150,,pierwotny,,,
"780000,0",Białołęka,,150,,pierwotny,,,
"760000,0",Białołęka,3,"80,44",2016,wtórny,do zamieszkania,pełna własność,apartamentowiec
"758480,0",Białołęka,,144,,pierwotny,,,
"719990,0",Białołęka,2,"100,78",,pierwotny,,,blok
"670000,0",Białołęka,1,"103,47",2015,wtórny,do zamieszkania,pełna własność,blok
"669000,0",Białołęka,,139,,wtórny,do zamieszkania,pełna własność,blok
"660000,0",Białołęka,6,"80,9",2006,wtórny,do zamieszkania,pełna własność,blok
"649990,0",Białołęka,parter,"94,36",,pierwotny,,,blok
"649000,0",Białołęka,2,116,2009,wtórny,do zamieszkania,pełna własność,apartamentowiec
"644990,0",Białołęka,2,"99,19",,pierwotny,,,blok
"570000,0",Białołęka,parter,"81,5",2009,wtórny,,pełna własność,
"555000,0",Białołęka,parter,98,2020,pierwotny,do wykończenia,pełna własność,szeregowiec
"550000,0",Białołęka,parter,"90,5",1999,wtórny,,pełna własność,blok
"549120,0",Białołęka,8,"85,8",2013,wtórny,do zamieszkania,pełna własność,blok
"547000,0",Białołęka,1,"87,4",2006,wtórny,do zamieszkania,pełna własność,blok
"530000,0",Białołęka,1,70,2007,wtórny,do zamieszkania,pełna własność,blok
"523000,0",Białołęka,1,"68,8",2007,wtórny,do zamieszkania,pełna własność,blok
"510619,0",Białołęka,,"161,56",,wtórny,,pełna własność,dom wolnostojący
"495000,0",Białołęka,2,"62,62",1988,wtórny,do zamieszkania,pełna własność,blok
"488000,0",Białołęka,1,69,2005,wtórny,do zamieszkania,pełna własność,blok
"479000,0",Białołęka,4,"83,5",2010,wtórny,,pełna własność,apartamentowiec
"470000,0",Białołęka,parter,"54,4",2013,wtórny,do zamieszkania,pełna własność,apartamentowiec
"467990,0",Białołęka,1,"71,62",,pierwotny,,,blok
"460000,0",Białołęka,2,70,2008,wtórny,do zamieszkania,pełna własność,blok
"459000,0",Białołęka,2,"58,16",2003,wtórny,do zamieszkania,pełna własność,blok
"440000,0",Białołęka,4,"55,4",2004,wtórny,,pełna własność,blok
"411990,0",Białołęka,1,"63,39",,pierwotny,,,blok
"410000,0",Białołęka,parter,"53,18",,wtórny,do zamieszkania,pełna własność,blok
"400000,0",Białołęka,4,51,2012,wtórny,do zamieszkania,pełna własność,blok
"399750,0",Białołęka,3,"53,3",2005,wtórny,do zamieszkania,pełna własność,blok
"399000,0",Białołęka,7,"58,7",2017,pierwotny,do wykończenia,pełna własność,blok
"399000,0",Białołęka,2,"52,1",2004,wtórny,do zamieszkania,pełna własność,blok
"386937,0",Białołęka,parter,"63,81",2019,pierwotny,do wykończenia,pełna własność,
"378000,0",Białołęka,5,"60,6",1999,wtórny,do remontu,pełna własność,blok
"375000,0",Białołęka,,70,2018,pierwotny,,pełna własność,
"374988,0",Białołęka,1,"68,35",2018,pierwotny,do wykończenia,pełna własność,blok
"371990,0",Białołęka,1,"57,3",,pierwotny,,,blok
"370000,0",Białołęka,1,"69,13",2018,wtórny,do wykończenia,pełna własność,blok
"370000,0",Białołęka,,"69,25",2018,pierwotny,,,
"370000,0",Białołęka,2,70,2018,pierwotny,do wykończenia,pełna własność,blok
"370000,0",Białołęka,2,70,2018,pierwotny,do wykończenia,pełna własność,blok
"370000,0",Białołęka,1,70,2018,pierwotny,do wykończenia,pełna własność,blok
"369000,0",Białołęka,2,"49,5",2005,wtórny,,,blok
"369000,0",Białołęka,2,"49,4",2006,wtórny,do zamieszkania,pełna własność,blok
"368000,0",Białołęka,1,68,2018,pierwotny,do wykończenia,pełna własność,blok
"359000,0",Białołęka,1,48,2007,wtórny,do zamieszkania,pełna własność,blok
"357200,0",Białołęka,1,"52,21",2019,wtórny,do wykończenia,pełna własność,
"345000,0",Białołęka,1,"45,5",2002,wtórny,do zamieszkania,pełna własność,
"344000,0",Białołęka,1,"44,09",2017,wtórny,do zamieszkania,pełna własność,blok
"342300,0",Białołęka,1,"70,13",2019,pierwotny,do wykończenia,pełna własność,blok
"342000,0",Białołęka,,60,,pierwotny,,,
"340000,0",Białołęka,,48,2002,wtórny,do zamieszkania,pełna własność,blok
"340000,0",Białołęka,3,40,1999,wtórny,do zamieszkania,pełna własność,blok
"339000,0",Białołęka,,58,2018,pierwotny,,,
"337000,0",Białołęka,1,"59,6",2018,pierwotny,,pełna własność,blok
"333000,0",Białołęka,1,"58,32",2018,pierwotny,do wykończenia,pełna własność,blok
"330000,0",Białołęka,1,59,2018,pierwotny,do wykończenia,pełna własność,blok
"330000,0",Białołęka,1,59,2018,pierwotny,do wykończenia,pełna własność,blok
"329000,0",Białołęka,1,57,2018,pierwotny,do wykończenia,pełna własność,blok
"320000,0",Białołęka,1,41,2013,wtórny,do zamieszkania,pełna własność,blok
"315000,0",Białołęka,1,"41,52",2011,wtórny,,pełna własność,
"306824,0",Białołęka,1,"52,27",2020,pierwotny,do wykończenia,pełna własność,
"306000,0",Białołęka,2,59,2019,pierwotny,do wykończenia,pełna własność,blok
"296000,0",Białołęka,1,46,2020,pierwotny,do wykończenia,pełna własność,blok
"296000,0",Białołęka,1,46,2020,pierwotny,do wykończenia,pełna własność,blok
"295421,2",Białołęka,1,"37,49",2020,pierwotny,,,blok
"290000,0",Białołęka,2,44,2018,pierwotny,,pełna własność,apartamentowiec
"290000,0",Białołęka,1,45,2018,pierwotny,,pełna własność,apartamentowiec
"287360,0",Białołęka,1,"49,29",2020,pierwotny,do wykończenia,pełna własność,
"279000,0",Białołęka,4,"36,2",2006,wtórny,do zamieszkania,,blok
"278990,0",Białołęka,1,"43,05",,pierwotny,,,blok
"272990,0",Białołęka,1,"42,06",,pierwotny,,,blok
"271746,0",Białołęka,3,"45,6",2019,pierwotny,do wykończenia,pełna własność,
"267600,0",Białołęka,1,"43,18",2019,wtórny,do wykończenia,pełna własność,
"259739,0",Białołęka,3,"45,17",2019,pierwotny,do wykończenia,pełna własność,
"259739,0",Białołęka,3,"45,17",2019,pierwotny,do wykończenia,pełna własność,
"248250,0",Białołęka,parter,"53,7",2003,wtórny,do zamieszkania,pełna własność,blok
"246000,0",Białołęka,1,"35,13",2018,wtórny,do wykończenia,pełna własność,blok
"246000,0",Białołęka,1,35,,pierwotny,,pełna własność,blok
"246000,0",Białołęka,1,"35,01",2020,pierwotny,do wykończenia,,blok
"246000,0",Białołęka,1,"35,01",2020,pierwotny,do wykończenia,pełna własność,blok
"245000,0",Białołęka,1,37,2018,pierwotny,do wykończenia,pełna własność,blok
"244000,0",Białołęka,,35,,pierwotny,,,
"238850,0",Białołęka,1,"40,69",2020,pierwotny,do wykończenia,pełna własność,
"238745,0",Białołęka,3,"41,9",2019,pierwotny,do wykończenia,pełna własność,
"238745,0",Białołęka,3,"41,9",2019,pierwotny,do wykończenia,pełna własność,
"237620,0",Białołęka,2,"43,6",2019,pierwotny,do wykończenia,pełna własność,blok
"230000,0",Białołęka,,33,2018,wtórny,,pełna własność,apartamentowiec
"229000,0",Białołęka,2,"30,13",,pierwotny,,pełna własność,blok
"222700,0",Białołęka,1,31,2019,wtórny,do wykończenia,pełna własność,
"208000,0",Białołęka,2,"29,85",2019,pierwotny,do wykończenia,,blok
"204957,0",Białołęka,3,"32,43",2020,pierwotny,do wykończenia,pełna własność,
"189700,0",Białołęka,1,"27,5",,pierwotny,,pełna własność,blok
"169000,0",Białołęka,2,29,2020,pierwotny,do wykończenia,pełna własność,blok
"159000,0",Białołęka,2,27,2019,pierwotny,do wykończenia,pełna własność,blok
"470000,0",Białołęka Dworska,2,56,2011,wtórny,do zamieszkania,pełna własność,apartamentowiec
"1234505,0",Bielany,5,"66,73",2017,wtórny,do zamieszkania,pełna własność,apartamentowiec
"1070000,0",Bielany,1,142,2018,pierwotny,do wykończenia,pełna własność,apartamentowiec
"1030000,0",Bielany,3,119,2006,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"985000,0",Bielany,4,94,2004,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"780000,0",Bielany,2,76,1938,wtórny,,,kamienica
"750000,0",Bielany,7,"71,1",2012,wtórny,do zamieszkania,,apartamentowiec
"560000,0",Bielany,2,66,2001,wtórny,do zamieszkania,pełna własność,blok
"530000,0",Bielany,6,44,2016,wtórny,do zamieszkania,,blok
"515000,0",Bielany,parter,"56,2",1968,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"499000,0",Bielany,2,63,2000,wtórny,do zamieszkania,pełna własność,apartamentowiec
"499000,0",Bielany,3,"55,9",1992,wtórny,do remontu,pełna własność,blok
"485000,0",Bielany,10,"48,6",1970,wtórny,do zamieszkania,pełna własność,blok
"485000,0",Bielany,6,57,1980,wtórny,,spółdzielcze własnościowe,blok
"475000,0",Bielany,1,57,1960,wtórny,,pełna własność,kamienica
"469000,0",Bielany,parter,"56,9",1972,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"450500,0",Bielany,3,53,1967,wtórny,do remontu,pełna własność,blok
"438000,0",Bielany,3,52,,wtórny,do zamieszkania,pełna własność,blok
"425000,0",Bielany,1,"51,1",1975,wtórny,,pełna własność,blok
"420000,0",Bielany,5,"46,27",1968,wtórny,do remontu,spółdzielcze własnościowe,blok
"415000,0",Bielany,10,"58,14",1978,wtórny,do zamieszkania,pełna własność,blok
"415000,0",Bielany,6,47,1970,wtórny,do zamieszkania,pełna własność,blok
"399000,0",Bielany,4,47,1973,wtórny,,,
"385000,0",Bielany,5,49,1970,wtórny,,,
"385000,0",Bielany,,49,1970,wtórny,do remontu,pełna własność,blok
"374999,0",Bielany,9,"38,2",1965,wtórny,do zamieszkania,,blok
"369000,0",Bielany,parter,49,1961,wtórny,,,blok
"367000,0",Bielany,1,38,1950,wtórny,,,kamienica
"365000,0",Bielany,7,36,2001,wtórny,do zamieszkania,pełna własność,blok
"350000,0",Bielany,5,"38,18",1965,wtórny,,,blok
"349000,0",Bielany,6,42,1973,wtórny,do remontu,pełna własność,blok
"349000,0",Bielany,6,42,1973,wtórny,do remontu,pełna własność,blok
"340000,0",Bielany,6,42,1976,wtórny,,spółdzielcze wł. z KW,
"339000,0",Bielany,1,37,1971,wtórny,,spółdzielcze wł. z KW,blok
"299000,0",Bielany,10,"37,4",1966,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"260000,0",Bielany,1,18,,wtórny,do remontu,,
"499000,0",Bródno,3,"64,2",2010,wtórny,,pełna własność,
"430000,0",Brzeziny,2,55,2004,wtórny,do zamieszkania,pełna własność,blok
"4200000,0",Centrum,,99,2012,pierwotny,,,apartamentowiec
"2720000,0",Centrum,5,170,1916,wtórny,do zamieszkania,pełna własność,kamienica
"2490000,0",Centrum,2,90,1892,wtórny,,,kamienica
"2150000,0",Centrum,2,"89,54",2010,wtórny,,pełna własność,apartamentowiec
"2100000,0",Centrum,> 10,77,,wtórny,,,apartamentowiec
"1100000,0",Centrum,2,"77,67",1949,wtórny,do zamieszkania,pełna własność,kamienica
"861560,0",Centrum,5,"72,4",,pierwotny,do wykończenia,,apartamentowiec
"799999,0",Centrum,parter,"56,31",2018,pierwotny,do wykończenia,pełna własność,apartamentowiec
"750000,0",Centrum,5,61,1960,wtórny,do zamieszkania,pełna własność,kamienica
"707200,0",Centrum,8,"54,4",2018,wtórny,do wykończenia,pełna własność,blok
"690000,0",Centrum,1,60,1956,wtórny,do zamieszkania,pełna własność,kamienica
"563000,0",Centrum,7,48,1970,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"475000,0",Centrum,,49,1971,wtórny,,spółdzielcze własnościowe,
"449000,0",Centrum,> 10,39,1970,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"439000,0",Centrum,,30,1952,wtórny,,spółdzielcze własnościowe,
"398000,0",Centrum,,40,,wtórny,,spółdzielcze własnościowe,blok
"539000,0",Chomiczówka,8,60,2004,wtórny,,pełna własność,blok
"499000,0",Chomiczówka,3,"60,41",1980,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"455000,0",Chomiczówka,1,"62,95",1976,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"530000,0",Chrzanów,parter,"49,8",2009,pierwotny,do zamieszkania,pełna własność,blok
"399000,0",Czerniaków,2,"37,4",1970,wtórny,do zamieszkania,pełna własność,blok
"830000,0",Czyste,5,"61,36",2019,wtórny,,pełna własność,apartamentowiec
"704000,0",Czyste,1,44,2018,wtórny,do zamieszkania,,blok
"576000,0",Czyste,8,"66,54",2018,wtórny,,,apartamentowiec
"3410000,0",Dolny Mokotów,1,168,2018,wtórny,,,apartamentowiec
"2900000,0",Dolny Mokotów,7,165,2004,wtórny,do zamieszkania,pełna własność,apartamentowiec
"1343370,0",Dolny Mokotów,1,"89,57",2006,wtórny,do zamieszkania,pełna własność,blok
"1250000,0",Dolny Mokotów,parter,84,2013,wtórny,do zamieszkania,pełna własność,
"1144000,0",Dolny Mokotów,3,"71,5",2013,wtórny,do zamieszkania,,apartamentowiec
"1140000,0",Dolny Mokotów,2,"67,26",2019,pierwotny,do wykończenia,pełna własność,
"950000,0",Dolny Mokotów,4,82,2013,wtórny,do zamieszkania,pełna własność,apartamentowiec
"879000,0",Dolny Mokotów,5,"82,65",2008,wtórny,do zamieszkania,pełna własność,blok
"760000,0",Dolny Mokotów,3,62,2007,wtórny,do zamieszkania,pełna własność,blok
"699000,0",Dolny Mokotów,2,58,2008,wtórny,do zamieszkania,pełna własność,apartamentowiec
"599900,0",Dolny Mokotów,4,65,2002,wtórny,do zamieszkania,pełna własność,apartamentowiec
"595000,0",Dolny Mokotów,10,55,2012,wtórny,do zamieszkania,pełna własność,apartamentowiec
"555000,0",Dolny Mokotów,10,56,,wtórny,do zamieszkania,pełna własność,blok
"551187,0",Dolny Mokotów,2,"67,3",2019,pierwotny,,,blok
"549000,0",Dolny Mokotów,4,"46,6",,wtórny,do zamieszkania,pełna własność,blok
"535000,0",Dolny Mokotów,1,56,1970,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"516211,5",Dolny Mokotów,2,"73,85",2019,pierwotny,,,blok
"505000,0",Dolny Mokotów,4,"54,2",2007,wtórny,do zamieszkania,pełna własność,blok
"505000,0",Dolny Mokotów,4,53,2018,wtórny,do wykończenia,pełna własność,apartamentowiec
"490000,0",Dolny Mokotów,6,38,,wtórny,do zamieszkania,,blok
"479000,0",Dolny Mokotów,2,37,,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"451200,0",Dolny Mokotów,4,47,,wtórny,do zamieszkania,pełna własność,blok
"439000,0",Dolny Mokotów,3,"47,77",1991,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"429000,0",Dolny Mokotów,parter,"48,6",1960,wtórny,,pełna własność,blok
"425000,0",Dolny Mokotów,4,47,1960,wtórny,do zamieszkania,pełna własność,blok
"412698,9",Dolny Mokotów,1,"48,61",2019,pierwotny,,,blok
"377960,0",Dolny Mokotów,2,44,2019,pierwotny,,,blok
"790000,0",Gocław,> 10,"74,75",2008,wtórny,do zamieszkania,spółdzielcze własnościowe,
"599000,0",Gocław,5,"60,36",2018,wtórny,do zamieszkania,,apartamentowiec
"579000,0",Gocław,> 10,53,2018,wtórny,do zamieszkania,pełna własność,apartamentowiec
"555000,0",Gocław,> 10,50,2018,wtórny,do zamieszkania,,apartamentowiec
"549000,0",Gocław,> 10,"56,13",2006,wtórny,do zamieszkania,pełna własność,apartamentowiec
"520000,0",Gocław,6,"72,1",1982,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"520000,0",Gocław,7,"55,9",2008,wtórny,do zamieszkania,pełna własność,apartamentowiec
"499000,0",Gocław,parter,57,1980,wtórny,,,blok
"480000,0",Gocław,7,"73,4",1990,wtórny,,pełna własność,blok
"479000,0",Gocław,,69,,wtórny,,,
"455000,0",Gocław,parter,52,2007,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"450000,0",Gocław,> 10,"57,3",2001,wtórny,do remontu,spółdzielcze wł. z KW,blok
"420500,0",Gocław,1,56,1972,wtórny,do remontu,pełna własność,blok
"418375,0",Gocław,3,"53,3",1991,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"299000,0",Gocław,3,"34,68",1980,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"280000,0",Gocław,2,33,1987,wtórny,do wykończenia,spółdzielcze własnościowe,blok
"748230,0",Gocławek,2,"76,35",2012,wtórny,do zamieszkania,pełna własność,apartamentowiec
"499000,0",Gocławek,parter,60,2016,wtórny,do zamieszkania,pełna własność,blok
"10500000,0",Górny Mokotów,7,"335,57",2004,pierwotny,,,apartamentowiec
"4800000,0",Górny Mokotów,> 10,"423,6",2004,wtórny,,pełna własność,apartamentowiec
"3200000,0",Górny Mokotów,,"154,4",,wtórny,,pełna własność,
"2000000,0",Górny Mokotów,4,"135,5",1998,wtórny,,pełna własność,apartamentowiec
"1850000,0",Górny Mokotów,,"127,5",,wtórny,,,
"1760000,0",Górny Mokotów,1,"92,61",2007,wtórny,do zamieszkania,pełna własność,apartamentowiec
"1430000,0",Górny Mokotów,3,110,1992,wtórny,do zamieszkania,pełna własność,kamienica
"1350000,0",Górny Mokotów,1,"79,47",2008,wtórny,do zamieszkania,,
"1288000,0",Górny Mokotów,parter,88,1954,wtórny,,pełna własność,kamienica
"1259000,0",Górny Mokotów,7,93,,wtórny,,,apartamentowiec
"1180000,0",Górny Mokotów,2,101,2006,wtórny,do zamieszkania,pełna własność,apartamentowiec
"1180000,0",Górny Mokotów,2,"91,32",1937,wtórny,do zamieszkania,pełna własność,kamienica
"1120000,0",Górny Mokotów,6,80,2017,wtórny,do zamieszkania,pełna własność,apartamentowiec
"895500,0",Górny Mokotów,parter,121,1994,wtórny,do remontu,,apartamentowiec
"775000,0",Górny Mokotów,2,"83,37",2008,wtórny,do zamieszkania,pełna własność,apartamentowiec
"719000,0",Górny Mokotów,4,"65,65",2007,wtórny,do zamieszkania,pełna własność,apartamentowiec
"690000,0",Górny Mokotów,> 10,77,2008,wtórny,do zamieszkania,pełna własność,blok
"659000,0",Górny Mokotów,parter,43,2013,wtórny,do zamieszkania,pełna własność,apartamentowiec
"629000,0",Górny Mokotów,5,"73,3",1993,wtórny,do wykończenia,spółdzielcze własnościowe,blok
"629000,0",Górny Mokotów,3,50,2017,wtórny,do zamieszkania,pełna własność,apartamentowiec
"549000,0",Górny Mokotów,2,54,2019,pierwotny,do wykończenia,pełna własność,apartamentowiec
"529000,0",Górny Mokotów,4,"47,75",1953,wtórny,do zamieszkania,pełna własność,blok
"528000,0",Górny Mokotów,parter,"59,04",1987,wtórny,,,blok
"520000,0",Górny Mokotów,2,"46,76",1955,wtórny,,pełna własność,blok
"517800,0",Górny Mokotów,1,"43,15",2018,wtórny,do wykończenia,pełna własność,apartamentowiec
"499000,0",Górny Mokotów,4,48,,wtórny,,pełna własność,kamienica
"475000,0",Górny Mokotów,parter,44,,wtórny,do zamieszkania,pełna własność,kamienica
"469000,0",Górny Mokotów,4,46,1985,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"465000,0",Górny Mokotów,3,51,1961,wtórny,do remontu,pełna własność,kamienica
"436000,0",Górny Mokotów,3,"38,6",,wtórny,do zamieszkania,pełna własność,blok
"435928,0",Górny Mokotów,4,"31,16",2018,wtórny,do zamieszkania,pełna własność,blok
"433400,0",Górny Mokotów,,44,2019,pierwotny,do wykończenia,,apartamentowiec
"430000,0",Górny Mokotów,3,"37,8",1960,wtórny,do zamieszkania,pełna własność,blok
"390000,0",Górny Mokotów,8,"43,97",1970,wtórny,,pełna własność,
"389000,0",Górny Mokotów,4,34,1955,wtórny,do zamieszkania,pełna własność,kamienica
"375600,0",Górny Mokotów,parter,"33,54",1958,wtórny,,pełna własność,kamienica
"365000,0",Górny Mokotów,parter,39,,wtórny,,spółdzielcze własnościowe,blok
"325000,0",Górny Mokotów,parter,"25,2",1960,wtórny,,pełna własność,kamienica
"4000000,0",Grochów,1,450,2019,wtórny,do zamieszkania,pełna własność,blok
"696000,0",Grochów,3,105,1956,wtórny,do zamieszkania,pełna własność,kamienica
"540000,0",Grochów,7,57,1965,wtórny,do zamieszkania,,blok
"470000,0",Grochów,4,"45,88",2015,wtórny,do zamieszkania,,kamienica
"375000,0",Grochów,1,46,1956,wtórny,do zamieszkania,pełna własność,kamienica
"1550000,0",Henryków,4,"98,46",1936,wtórny,,pełna własność,kamienica
"583000,0",Imielin,,"62,9",1981,wtórny,,spółdzielcze własnościowe,blok
"490000,0",Imielin,9,52,1980,wtórny,do zamieszkania,,blok
"477000,0",Imielin,3,"60,2",1979,wtórny,,spółdzielcze własnościowe,blok
"438000,0",Imielin,4,"38,65",2011,wtórny,,pełna własność,blok
"430000,0",Imielin,6,"47,2",,wtórny,,spółdzielcze własnościowe,blok
"465000,0",Jelonki,5,52,1980,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"445000,0",Jelonki,,63,1980,wtórny,,spółdzielcze własnościowe,blok
"1385000,0",Kabaty,3,105,1997,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"950000,0",Kabaty,3,"121,6",1995,wtórny,,spółdzielcze wł. z KW,
"876000,0",Kabaty,3,73,2006,wtórny,do zamieszkania,pełna własność,blok
"859000,0",Kabaty,,"90,5",1998,wtórny,,spółdzielcze własnościowe,
"859000,0",Kabaty,parter,"90,5",1998,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
