Cena,Dzielnica,Pietro,Powierzchnia,Rok budowy,Rynek,Stan_wykonczenia,Wlasnosc,Zabudowa
"375000,0",Targówek Mieszkaniowy,1,46,1980,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"1330000,0",Ursus,,"134,4",,wtórny,,,
"750000,0",Ursus,3,"95,1",2010,wtórny,do zamieszkania,pełna własność,blok
"670000,0",Ursus,1,"79,5",2006,wtórny,do zamieszkania,pełna własność,blok
"640000,0",Ursus,1,"74,2",1998,wtórny,do zamieszkania,pełna własność,blok
"630000,0",Ursus,parter,70,2010,wtórny,do zamieszkania,pełna własność,blok
"590000,0",Ursus,2,"70,28",2013,wtórny,do zamieszkania,pełna własność,dom wolnostojący
"559000,0",Ursus,6,"58,7",2013,wtórny,do zamieszkania,pełna własność,
"547570,0",Ursus,5,"75,01",2018,pierwotny,do wykończenia,,apartamentowiec
"495000,0",Ursus,1,52,2004,wtórny,do zamieszkania,pełna własność,blok
"485000,0",Ursus,,93,2019,pierwotny,do wykończenia,pełna własność,
"475000,0",Ursus,2,"67,9",2000,wtórny,do zamieszkania,pełna własność,blok
"467200,0",Ursus,7,"63,92",2018,pierwotny,do wykończenia,,apartamentowiec
"435000,0",Ursus,1,"42,13",2018,wtórny,do zamieszkania,pełna własność,blok
"415000,0",Ursus,5,40,2018,pierwotny,do zamieszkania,pełna własność,blok
"399000,0",Ursus,4,54,2001,wtórny,do zamieszkania,pełna własność,blok
"387000,0",Ursus,1,46,2000,wtórny,,pełna własność,blok
"351000,0",Ursus,3,"40,6",2018,wtórny,,pełna własność,blok
"329990,0",Ursus,parter,"37,2",1965,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"305000,0",Ursus,4,"37,17",1975,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"232000,0",Ursus,2,"28,04",2020,pierwotny,do wykończenia,pełna własność,blok
"223000,0",Ursus,3,"28,04",2020,wtórny,do wykończenia,pełna własność,blok
"179000,0",Ursus,2,32,2002,wtórny,do zamieszkania,udział,apartamentowiec
"4062500,0",Ursynów,1,1625,2008,wtórny,,,blok
"1740000,0",Ursynów,2,171,2000,wtórny,do zamieszkania,pełna własność,blok
"1442200,0",Ursynów,1,"145,66",2010,wtórny,,pełna własność,apartamentowiec
"1260000,0",Ursynów,5,"117,12",2003,wtórny,do zamieszkania,pełna własność,apartamentowiec
"1164900,0",Ursynów,4,140,2000,wtórny,do zamieszkania,,apartamentowiec
"1110000,0",Ursynów,9,80,2010,wtórny,do zamieszkania,spółdzielcze wł. z KW,apartamentowiec
"1099000,0",Ursynów,3,"163,43",2009,wtórny,do zamieszkania,pełna własność,apartamentowiec
"1080000,0",Ursynów,1,"124,9",2000,wtórny,do zamieszkania,pełna własność,apartamentowiec
"990000,0",Ursynów,5,81,2012,wtórny,do zamieszkania,spółdzielcze własnościowe,apartamentowiec
"990000,0",Ursynów,> 10,84,2012,wtórny,do zamieszkania,,blok
"890000,0",Ursynów,4,92,2007,wtórny,do remontu,pełna własność,blok
"799000,0",Ursynów,parter,"112,8",2003,wtórny,do zamieszkania,pełna własność,blok
"799000,0",Ursynów,1,80,2005,wtórny,,,apartamentowiec
"705000,0",Ursynów,5,"76,3",1998,wtórny,,spółdzielcze własnościowe,blok
"700000,0",Ursynów,3,"93,71",1997,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"695000,0",Ursynów,6,"58,45",2006,wtórny,,,apartamentowiec
"695000,0",Ursynów,6,"58,24",2006,pierwotny,do zamieszkania,pełna własność,blok
"690000,0",Ursynów,1,"90,4",1996,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"679000,0",Ursynów,3,"72,05",1994,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"660000,0",Ursynów,10,68,2015,wtórny,do zamieszkania,,apartamentowiec
"600000,0",Ursynów,2,"57,14",2002,wtórny,do zamieszkania,pełna własność,apartamentowiec
"599000,0",Ursynów,9,63,1981,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"598000,0",Ursynów,3,68,1986,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"595000,0",Ursynów,7,"69,1",1977,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"590000,0",Ursynów,4,"63,5",1984,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"590000,0",Ursynów,> 10,"61,2",2001,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"590000,0",Ursynów,4,"63,5",,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"590000,0",Ursynów,1,64,1992,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"583000,0",Ursynów,9,63,1981,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"570000,0",Ursynów,2,"63,9",1985,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"557000,0",Ursynów,6,45,2018,wtórny,do zamieszkania,pełna własność,blok
"555000,0",Ursynów,1,"63,5",1990,wtórny,do wykończenia,spółdzielcze wł. z KW,blok
"550000,0",Ursynów,2,"50,1",2005,wtórny,do zamieszkania,pełna własność,blok
"530000,0",Ursynów,3,"63,5",1994,pierwotny,do zamieszkania,spółdzielcze własnościowe,blok
"515000,0",Ursynów,4,47,2007,wtórny,,pełna własność,blok
"495000,0",Ursynów,9,"52,8",1981,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"490000,0",Ursynów,3,70,1985,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"489000,0",Ursynów,3,54,1980,wtórny,,pełna własność,blok
"477000,0",Ursynów,3,"60,2",1979,wtórny,do remontu,spółdzielcze własnościowe,blok
"473000,0",Ursynów,5,"41,7",2018,wtórny,do zamieszkania,pełna własność,apartamentowiec
"470000,0",Ursynów,1,"59,13",1982,wtórny,do remontu,spółdzielcze własnościowe,blok
"450000,0",Ursynów,3,"52,91",1982,wtórny,,spółdzielcze własnościowe,blok
"450000,0",Ursynów,2,48,,wtórny,do zamieszkania,,blok
"445000,0",Ursynów,parter,56,1981,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"440000,0",Ursynów,1,48,1970,wtórny,,spółdzielcze wł. z KW,blok
"415000,0",Ursynów,1,"46,4",2019,wtórny,do wykończenia,udział,apartamentowiec
"350000,0",Ursynów,10,30,,wtórny,do zamieszkania,pełna własność,blok
"344000,0",Ursynów,2,31,1976,wtórny,,spółdzielcze wł. z KW,blok
"330000,0",Ursynów,parter,"39,62",2020,pierwotny,do wykończenia,pełna własność,blok
"305000,0",Ursynów,parter,"33,91",2019,wtórny,do wykończenia,pełna własność,blok
"305000,0",Ursynów,parter,"33,91",2019,pierwotny,,pełna własność,blok
"288000,0",Ursynów,1,"31,05",2020,wtórny,do wykończenia,pełna własność,blok
"288000,0",Ursynów,2,"31,05",2020,pierwotny,,pełna własność,blok
"272000,0",Ursynów,1,"29,25",2020,pierwotny,,pełna własność,blok
"870000,0",Wawer,parter,"98,34",2004,wtórny,do zamieszkania,pełna własność,szeregowiec
"799000,0",Wawer,1,"131,89",,pierwotny,,pełna własność,apartamentowiec
"777000,0",Wawer,parter,"122,6",2019,pierwotny,do wykończenia,pełna własność,apartamentowiec
"679566,0",Wawer,1,"113,28",2018,pierwotny,do wykończenia,pełna własność,szeregowiec
"647595,0",Wawer,1,"99,63",,pierwotny,,,szeregowiec
"598845,0",Wawer,1,"92,13",2018,pierwotny,do wykończenia,pełna własność,szeregowiec
"585845,0",Wawer,1,"90,13",2018,pierwotny,do wykończenia,pełna własność,szeregowiec
"511160,0",Wawer,1,"78,64",2018,pierwotny,do wykończenia,pełna własność,szeregowiec
"499000,0",Wawer,parter,60,2016,wtórny,do zamieszkania,,
"498000,0",Wawer,2,72,2006,wtórny,do zamieszkania,pełna własność,kamienica
"456495,0",Wawer,1,"70,23",2018,pierwotny,do wykończenia,pełna własność,szeregowiec
"420000,0",Wawer,1,70,2017,pierwotny,do wykończenia,,dom wolnostojący
"413208,0",Wawer,,"57,39",,pierwotny,,pełna własność,apartamentowiec
"380000,0",Wawer,1,72,2019,pierwotny,do wykończenia,pełna własność,
"380000,0",Wawer,1,64,2018,pierwotny,do wykończenia,pełna własność,szeregowiec
"380000,0",Wawer,1,75,2018,pierwotny,do wykończenia,pełna własność,
"369000,0",Wawer,1,105,2020,pierwotny,do wykończenia,pełna własność,
"359000,0",Wawer,parter,70,2020,pierwotny,do wykończenia,pełna własność,
"329000,0",Wawer,4,40,2002,wtórny,do remontu,pełna własność,blok
"224000,0",Wawer,parter,26,,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"315000,0",Wawrzyszew,4,38,1968,wtórny,do zamieszkania,pełna własność,blok
"499300,0",Wesoła,1,"67,12",2019,pierwotny,do wykończenia,pełna własność,
"440000,0",Wesoła,3,70,2005,wtórny,do zamieszkania,pełna własność,szeregowiec
"385000,0",Wesoła,parter,"55,3",2001,wtórny,do zamieszkania,pełna własność,blok
"364000,0",Wierzbno,9,"38,3",1971,wtórny,do remontu,spółdzielcze własnościowe,blok
"2950000,0",Wilanów,4,"153,78",2016,wtórny,do zamieszkania,pełna własność,apartamentowiec
"2299000,0",Wilanów,4,"177,8",2007,wtórny,,,
"1950000,0",Wilanów,2,203,2001,wtórny,,pełna własność,dom wolnostojący
"1690000,0",Wilanów,4,135,2017,wtórny,do wykończenia,pełna własność,blok
"1660000,0",Wilanów,1,151,2008,wtórny,,,apartamentowiec
"1580500,0",Wilanów,3,"112,32",2018,wtórny,do zamieszkania,pełna własność,apartamentowiec
"1477000,0",Wilanów,,105,2008,wtórny,do zamieszkania,,apartamentowiec
"1465000,0",Wilanów,1,128,2007,wtórny,,,apartamentowiec
"1400000,0",Wilanów,1,"129,29",2011,wtórny,,pełna własność,
"1399000,0",Wilanów,2,"111,3",2017,wtórny,do zamieszkania,pełna własność,apartamentowiec
"1250000,0",Wilanów,3,148,1999,wtórny,do zamieszkania,pełna własność,apartamentowiec
"1195000,0",Wilanów,3,104,2009,wtórny,do zamieszkania,pełna własność,blok
"1130000,0",Wilanów,1,"137,3",2006,wtórny,do zamieszkania,pełna własność,apartamentowiec
"1126000,0",Wilanów,1,"137,3",2006,wtórny,do zamieszkania,pełna własność,apartamentowiec
"1100000,0",Wilanów,3,94,2010,wtórny,do zamieszkania,pełna własność,blok
"1100000,0",Wilanów,4,"99,78",2007,wtórny,,pełna własność,apartamentowiec
"1100000,0",Wilanów,parter,105,2007,wtórny,do zamieszkania,pełna własność,blok
"1100000,0",Wilanów,4,92,2012,wtórny,do zamieszkania,,apartamentowiec
"1050000,0",Wilanów,2,"88,23",2013,wtórny,,pełna własność,apartamentowiec
"1035000,0",Wilanów,3,94,2017,wtórny,do zamieszkania,pełna własność,blok
"1000000,0",Wilanów,3,99,2011,wtórny,do zamieszkania,pełna własność,apartamentowiec
"999000,0",Wilanów,1,"102,5",2000,wtórny,do zamieszkania,pełna własność,apartamentowiec
"999000,0",Wilanów,3,73,2007,pierwotny,do wykończenia,pełna własność,blok
"997500,0",Wilanów,2,95,2013,wtórny,,pełna własność,
"960000,0",Wilanów,3,"85,63",2020,pierwotny,do wykończenia,,blok
"900000,0",Wilanów,2,"80,8",2017,wtórny,do zamieszkania,pełna własność,apartamentowiec
"895000,0",Wilanów,1,"108,5",1984,wtórny,do zamieszkania,pełna własność,blok
"870000,0",Wilanów,1,73,2012,wtórny,do zamieszkania,pełna własność,apartamentowiec
"852500,0",Wilanów,3,"72,68",2015,wtórny,do zamieszkania,,blok
"849000,0",Wilanów,3,75,2010,wtórny,do zamieszkania,pełna własność,apartamentowiec
"845000,0",Wilanów,3,"72,68",2015,wtórny,do zamieszkania,pełna własność,blok
"800000,0",Wilanów,2,"94,34",2008,wtórny,do zamieszkania,pełna własność,apartamentowiec
"799000,0",Wilanów,parter,73,2009,wtórny,do zamieszkania,pełna własność,apartamentowiec
"785000,0",Wilanów,2,"71,24",2018,wtórny,,,apartamentowiec
"765000,0",Wilanów,parter,80,2013,wtórny,,pełna własność,
"764000,0",Wilanów,1,"56,6",2013,wtórny,do zamieszkania,pełna własność,apartamentowiec
"760000,0",Wilanów,3,62,2007,wtórny,do zamieszkania,pełna własność,blok
"749000,0",Wilanów,4,59,2018,pierwotny,do zamieszkania,,apartamentowiec
"740000,0",Wilanów,3,65,2012,wtórny,do zamieszkania,pełna własność,apartamentowiec
"740000,0",Wilanów,1,"68,47",2009,wtórny,,,apartamentowiec
"738000,0",Wilanów,3,62,2009,wtórny,do zamieszkania,pełna własność,apartamentowiec
"730000,0",Wilanów,2,61,2014,wtórny,do zamieszkania,,blok
"725000,0",Wilanów,2,"62,2",2017,wtórny,do zamieszkania,pełna własność,apartamentowiec
"680000,0",Wilanów,3,"88,57",1995,wtórny,do zamieszkania,pełna własność,blok
"670000,0",Wilanów,parter,60,2012,wtórny,,,apartamentowiec
"619000,0",Wilanów,3,46,2017,wtórny,,,apartamentowiec
"615000,0",Wilanów,3,"50,17",2018,pierwotny,do wykończenia,pełna własność,apartamentowiec
"599000,0",Wilanów,2,60,2016,wtórny,do zamieszkania,pełna własność,blok
"582000,0",Wilanów,3,53,,wtórny,do zamieszkania,,
"575000,0",Wilanów,2,59,2006,wtórny,do zamieszkania,pełna własność,apartamentowiec
"569000,0",Wilanów,1,54,2009,wtórny,,,apartamentowiec
"559000,0",Wilanów,3,44,2018,wtórny,do zamieszkania,pełna własność,apartamentowiec
"546125,0",Wilanów,1,"44,49",2016,wtórny,do zamieszkania,pełna własność,blok
"520000,0",Wilanów,4,"42,51",,wtórny,,,apartamentowiec
"520000,0",Wilanów,4,"62,78",2017,wtórny,,pełna własność,
"520000,0",Wilanów,4,"42,51",2017,wtórny,do zamieszkania,,blok
"510000,0",Wilanów,4,"62,78",2017,wtórny,do wykończenia,pełna własność,apartamentowiec
"500000,0",Wilanów,1,"50,3",2011,wtórny,do zamieszkania,pełna własność,apartamentowiec
"485000,0",Wilanów,3,"50,3",2008,wtórny,do zamieszkania,pełna własność,apartamentowiec
"484000,0",Wilanów,3,50,,wtórny,do zamieszkania,spółdzielcze wł. z KW,
"480000,0",Wilanów,,"61,5",1980,wtórny,do zamieszkania,pełna własność,blok
"409000,0",Wilanów,parter,"49,9",1978,wtórny,do zamieszkania,,blok
"403000,0",Wilanów,9,"49,9",1980,wtórny,do zamieszkania,spółdzielcze wł. z KW,
"849000,0",Włochy,4,100,2015,wtórny,do zamieszkania,pełna własność,apartamentowiec
"720000,0",Włochy,2,80,2011,wtórny,do zamieszkania,pełna własność,apartamentowiec
"555000,0",Włochy,parter,"52,1",2012,wtórny,do zamieszkania,pełna własność,blok
"469000,0",Włochy,parter,"55,7",1937,wtórny,,pełna własność,kamienica
"433500,0",Włochy,2,"62,4",1998,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"1621951,0",Wola,parter,133,2018,pierwotny,,pełna własność,apartamentowiec
"1597000,0",Wola,,109,2007,wtórny,,pełna własność,
"1200000,0",Wola,6,84,1992,wtórny,do remontu,pełna własność,blok
"1199000,0",Wola,> 10,80,2021,pierwotny,do wykończenia,pełna własność,apartamentowiec
"1190000,0",Wola,1,"166,37",2017,wtórny,do wykończenia,pełna własność,apartamentowiec
"1160000,0",Wola,7,"99,64",2019,pierwotny,do wykończenia,,apartamentowiec
"1100000,0",Wola,6,86,2016,wtórny,do zamieszkania,pełna własność,blok
"1099000,0",Wola,2,78,2015,wtórny,do zamieszkania,pełna własność,apartamentowiec
"1033200,0",Wola,,63,2015,wtórny,do zamieszkania,pełna własność,apartamentowiec
"986000,0",Wola,2,"78,3",2019,pierwotny,do wykończenia,,apartamentowiec
"986000,0",Wola,2,"78,3",2019,wtórny,,pełna własność,apartamentowiec
"925000,0",Wola,,96,2008,wtórny,do zamieszkania,pełna własność,apartamentowiec
"915000,0",Wola,parter,67,1950,wtórny,do zamieszkania,pełna własność,kamienica
"888000,0",Wola,,96,,pierwotny,,,
"888000,0",Wola,,95,,pierwotny,do wykończenia,pełna własność,apartamentowiec
"860000,0",Wola,,96,,pierwotny,,,
"825000,0",Wola,1,"91,34",1984,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"800000,0",Wola,2,53,2019,wtórny,do wykończenia,spółdzielcze wł. z KW,apartamentowiec
"790000,0",Wola,2,"76,66",1938,wtórny,,spółdzielcze wł. z KW,kamienica
"777500,0",Wola,1,55,2018,wtórny,do wykończenia,pełna własność,apartamentowiec
"769000,0",Wola,4,83,2009,wtórny,do zamieszkania,,apartamentowiec
"759000,0",Wola,5,"88,5",2009,wtórny,do zamieszkania,pełna własność,blok
"759000,0",Wola,> 10,70,2004,wtórny,do zamieszkania,pełna własność,apartamentowiec
"753000,0",Wola,,85,,pierwotny,,,
"750000,0",Wola,parter,54,2016,wtórny,do zamieszkania,pełna własność,apartamentowiec
"710000,0",Wola,2,"76,8",2008,wtórny,do zamieszkania,pełna własność,apartamentowiec
"708000,0",Wola,1,59,2005,wtórny,do zamieszkania,pełna własność,apartamentowiec
"699000,0",Wola,> 10,45,2021,pierwotny,do wykończenia,pełna własność,apartamentowiec
"699000,0",Wola,4,68,2018,wtórny,do wykończenia,pełna własność,apartamentowiec
"695000,0",Wola,2,"45,41",2017,wtórny,do zamieszkania,pełna własność,apartamentowiec
"680000,0",Wola,4,75,2012,wtórny,do zamieszkania,pełna własność,apartamentowiec
"660000,0",Wola,,79,,pierwotny,,,
"652000,0",Wola,2,77,2021,pierwotny,do wykończenia,pełna własność,blok
"650000,0",Wola,1,"52,19",2016,wtórny,do zamieszkania,pełna własność,apartamentowiec
"629000,0",Wola,9,58,1977,wtórny,do zamieszkania,pełna własność,blok
"610000,0",Wola,7,39,1998,wtórny,do zamieszkania,,blok
"595000,0",Wola,10,"62,03",1973,wtórny,do zamieszkania,pełna własność,blok
"593600,0",Wola,8,56,1969,wtórny,,pełna własność,blok
"580000,0",Wola,3,50,2010,wtórny,do zamieszkania,pełna własność,apartamentowiec
"565000,0",Wola,1,56,2009,wtórny,do zamieszkania,pełna własność,blok
"565000,0",Wola,5,58,2009,wtórny,do zamieszkania,pełna własność,blok
"554000,0",Wola,,"61,7",,pierwotny,,pełna własność,blok
"549000,0",Wola,2,51,2009,wtórny,,,
"549000,0",Wola,parter,57,2008,wtórny,,pełna własność,blok
"549000,0",Wola,3,"56,87",2018,wtórny,do wykończenia,pełna własność,apartamentowiec
"546995,0",Wola,4,"35,29",2016,pierwotny,do zamieszkania,pełna własność,apartamentowiec
"544000,0",Wola,4,55,2018,wtórny,,pełna własność,blok
"540500,0",Wola,4,47,2017,wtórny,do zamieszkania,pełna własność,apartamentowiec
"519000,0",Wola,1,38,2018,wtórny,do zamieszkania,pełna własność,apartamentowiec
"517000,0",Wola,,65,2019,pierwotny,do wykończenia,pełna własność,apartamentowiec
"510000,0",Wola,1,"46,7",1966,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"499887,0",Wola,3,"48,07",2018,wtórny,do wykończenia,pełna własność,apartamentowiec
"499000,0",Wola,3,"32,9",2017,wtórny,do zamieszkania,pełna własność,apartamentowiec
"485000,0",Wola,1,44,2019,pierwotny,do wykończenia,,apartamentowiec
"480000,0",Wola,6,"39,13",2014,wtórny,,pełna własność,
"479000,0",Wola,4,40,1956,wtórny,do zamieszkania,,kamienica
"469900,0",Wola,> 10,"39,4",1970,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"469000,0",Wola,> 10,"39,4",,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"459000,0",Wola,6,52,1975,wtórny,do zamieszkania,pełna własność,blok
"455000,0",Wola,,40,,pierwotny,,,
"455000,0",Wola,5,"46,19",2019,pierwotny,,pełna własność,blok
"451000,0",Wola,7,"37,62",2018,pierwotny,,pełna własność,blok
"443000,0",Wola,parter,37,1968,wtórny,do zamieszkania,pełna własność,blok
"443000,0",Wola,parter,37,1968,wtórny,do zamieszkania,pełna własność,blok
"439000,0",Wola,7,48,1978,wtórny,,,blok
"435000,0",Wola,1,"50,05",1955,wtórny,do remontu,pełna własność,blok
"427000,0",Wola,parter,"48,5",1965,wtórny,do zamieszkania,,blok
"423530,0",Wola,4,"41,23",,pierwotny,,pełna własność,blok
"420000,0",Wola,4,"46,44",1969,wtórny,do remontu,,blok
"415000,0",Wola,8,"48,17",2019,pierwotny,do wykończenia,pełna własność,blok
"412000,0",Wola,5,"30,5",,pierwotny,,pełna własność,apartamentowiec
"409734,0",Wola,,"39,78",,pierwotny,do wykończenia,pełna własność,apartamentowiec
"405000,0",Wola,1,32,1960,wtórny,do zamieszkania,pełna własność,kamienica
"405000,0",Wola,1,32,1960,wtórny,do zamieszkania,pełna własność,kamienica
"403600,0",Wola,1,"43,92",2019,wtórny,,pełna własność,
"400000,0",Wola,8,34,2018,wtórny,,pełna własność,apartamentowiec
"399500,0",Wola,5,39,2020,pierwotny,do wykończenia,pełna własność,apartamentowiec
"399000,0",Wola,2,62,1955,wtórny,,pełna własność,kamienica
"399000,0",Wola,4,"41,82",1936,wtórny,do wykończenia,pełna własność,kamienica
"375000,0",Wola,1,"44,35",1980,wtórny,do remontu,spółdzielcze własnościowe,
"375000,0",Wola,6,"42,29",1962,wtórny,do remontu,pełna własność,blok
"368000,0",Wola,parter,34,1960,wtórny,,,blok
"365000,0",Wola,3,38,,wtórny,do zamieszkania,pełna własność,kamienica
"359999,0",Wola,4,40,1931,wtórny,,pełna własność,kamienica
"350000,0",Wola,3,38,1980,wtórny,,spółdzielcze własnościowe,blok
"349000,0",Wola,9,"21,03",2018,wtórny,do zamieszkania,pełna własność,apartamentowiec
"340605,0",Wola,4,"36,43",2021,pierwotny,do wykończenia,,apartamentowiec
"340000,0",Wola,5,36,1965,wtórny,do remontu,,blok
"340000,0",Wola,2,25,1970,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"335000,0",Wola,7,"31,84",2019,wtórny,,,
"330000,0",Wola,7,37,1973,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"320000,0",Wola,2,"26,26",1964,wtórny,do zamieszkania,spółdzielcze własnościowe,blok
"315215,0",Wola,,"27,41",,pierwotny,do wykończenia,pełna własność,apartamentowiec
"300000,0",Wola,2,31,2019,pierwotny,do wykończenia,udział,blok
"250000,0",Wola,4,21,,pierwotny,,pełna własność,apartamentowiec
"229900,0",Wola,,"17,1",1950,wtórny,do wykończenia,pełna własność,blok
"223000,0",Wola,,"18,7",,pierwotny,,pełna własność,apartamentowiec
"219000,0",Wola,2,"24,5",1970,wtórny,do wykończenia,spółdzielcze własnościowe,blok
"206000,0",Wola,,18,2021,pierwotny,,,
"198500,0",Wola,,18,,pierwotny,,,apartamentowiec
"870000,0",Wrzeciono,1,"92,2",2001,wtórny,,pełna własność,blok
"1158000,0",Wyględów,9,117,2006,wtórny,,,apartamentowiec
"799000,0",Zacisze,4,121,2010,wtórny,do zamieszkania,pełna własność,apartamentowiec
"450000,0",Zacisze,3,"55,6",2002,wtórny,do zamieszkania,pełna własność,blok
"1300000,0",Zawady,parter,136,2008,wtórny,,pełna własność,
"587500,0",Zerzeń,1,99,2018,pierwotny,do wykończenia,pełna własność,apartamentowiec
"578000,0",Żerań,4,93,2019,pierwotny,do wykończenia,pełna własność,blok
"3300000,0",Żoliborz,9,"129,3",2014,wtórny,,pełna własność,apartamentowiec
"3200000,0",Żoliborz,6,150,,wtórny,do zamieszkania,pełna własność,apartamentowiec
"2750000,0",Żoliborz,6,192,2012,wtórny,do zamieszkania,pełna własność,apartamentowiec
"1900000,0",Żoliborz,2,137,2017,wtórny,do zamieszkania,pełna własność,apartamentowiec
"1650000,0",Żoliborz,6,117,2018,wtórny,do wykończenia,pełna własność,apartamentowiec
"1380000,0",Żoliborz,> 10,"87,22",2012,wtórny,do zamieszkania,pełna własność,apartamentowiec
"945000,0",Żoliborz,6,67,2011,wtórny,do zamieszkania,pełna własność,apartamentowiec
"870000,0",Żoliborz,3,"74,5",2002,wtórny,do zamieszkania,pełna własność,blok
"839000,0",Żoliborz,> 10,"63,65",2012,wtórny,do zamieszkania,pełna własność,blok
"745000,0",Żoliborz,2,"74,6",1950,wtórny,do zamieszkania,,kamienica
"689000,0",Żoliborz,parter,58,2001,wtórny,do zamieszkania,pełna własność,blok
"689000,0",Żoliborz,2,58,2019,pierwotny,do wykończenia,pełna własność,apartamentowiec
"630000,0",Żoliborz,3,51,,wtórny,do zamieszkania,pełna własność,kamienica
"566000,0",Żoliborz,parter,68,1955,wtórny,,spółdzielcze wł. z KW,
"565600,0",Żoliborz,,"50,5",2021,pierwotny,,pełna własność,
"545000,0",Żoliborz,2,"60,7",,wtórny,do remontu,spółdzielcze wł. z KW,blok
"528000,0",Żoliborz,3,"50,3",1960,wtórny,,,kamienica
"520000,0",Żoliborz,,47,,wtórny,do zamieszkania,pełna własność,kamienica
"500000,0",Żoliborz,> 10,"47,66",1984,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"489000,0",Żoliborz,1,"41,24",2019,pierwotny,do wykończenia,pełna własność,apartamentowiec
"485000,0",Żoliborz,1,44,2019,pierwotny,do wykończenia,,apartamentowiec
"470000,0",Żoliborz,parter,"42,5",2020,pierwotny,do wykończenia,,apartamentowiec
"465000,0",Żoliborz,1,40,2016,wtórny,do zamieszkania,pełna własność,apartamentowiec
"435000,0",Żoliborz,9,"41,5",1972,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"420000,0",Żoliborz,4,"41,5",1970,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
"419000,0",Żoliborz,4,"50,5",1960,wtórny,,,blok
"399000,0",Żoliborz,1,"32,43",2019,pierwotny,do wykończenia,pełna własność,apartamentowiec
"344000,0",Żoliborz,10,"37,5",1970,wtórny,do remontu,spółdzielcze własnościowe,blok
"319000,0",Żoliborz,8,"29,1",1968,wtórny,do zamieszkania,spółdzielcze wł. z KW,blok
